timestamp,datetime,mid_price,volatility,kappa,A,gamma,optimal_spread_bps,bid_spread_bps,ask_spread_bps,bid_price,ask_price,reservation_price
1763820980432,N/A,2752.050,0.000062,4.68,0.01,0.10,20.56,10.28,10.28,2749.22,2754.88,2752.05
1763821040532,N/A,2743.950,0.000066,4.78,0.01,0.10,22.95,11.47,11.47,2740.80,2747.10,2743.95
1763821100533,N/A,2737.850,0.000068,4.80,0.01,0.10,24.03,12.01,12.01,2734.56,2741.14,2737.85
1763821160533,N/A,2744.750,0.000069,3.67,0.00,0.10,25.35,12.67,12.67,2741.27,2748.23,2744.75
1763821220628,N/A,2746.150,0.000070,3.68,0.00,0.10,26.07,13.03,13.03,2742.57,2749.73,2746.15
1763821280628,N/A,2748.050,0.000071,3.61,0.00,0.10,26.63,13.31,13.31,2744.39,2751.71,2748.05
1763821340628,N/A,2745.450,0.000071,3.03,0.00,0.10,27.31,13.65,13.65,2741.70,2749.20,2745.45
1763821400634,N/A,2745.750,0.000071,3.04,0.00,0.10,27.16,13.58,13.58,2742.02,2749.48,2745.75
1763821460732,N/A,2743.950,0.000070,3.04,0.00,0.10,26.96,13.48,13.48,2740.25,2747.65,2743.95
1763821520828,N/A,2746.450,0.000070,3.06,0.00,0.10,26.94,13.47,13.47,2742.75,2750.15,2746.45
1763821580828,N/A,2748.750,0.000072,3.34,0.00,0.10,27.64,13.82,13.82,2744.95,2752.55,2748.75
1763821640831,N/A,2748.750,0.000072,3.34,0.00,0.10,28.01,14.00,14.00,2744.90,2752.60,2748.75
1763821700928,N/A,2747.1,0.000073,3.40,0.00,0.10,28.24,14.12,14.12,2743.22,2750.98,2747.10
1763821760931,N/A,2745.250,0.000073,3.39,0.00,0.10,28.48,14.24,14.24,2741.34,2749.16,2745.25
1763821820933,N/A,2744.450,0.000073,3.45,0.00,0.10,28.49,14.24,14.24,2740.54,2748.36,2744.45
1763821881030,N/A,2743.350,0.000073,3.43,0.00,0.10,28.50,14.25,14.25,2739.44,2747.26,2743.35
1763821941127,N/A,2743.950,0.000074,3.45,0.00,0.10,29.08,14.54,14.54,2739.96,2747.94,2743.95
1763822001131,N/A,2747.450,0.000074,3.45,0.00,0.10,29.55,14.77,14.77,2743.39,2751.51,2747.45
1763822061227,N/A,2743.650,0.000075,3.46,0.00,0.10,29.74,14.87,14.87,2739.57,2747.73,2743.65
1763822121230,N/A,2745.650,0.000075,3.47,0.00,0.10,29.64,14.82,14.82,2741.58,2749.72,2745.65
1763822181329,N/A,2744.150,0.000074,3.49,0.00,0.10,29.51,14.75,14.75,2740.10,2748.20,2744.15
1763822241331,N/A,2743.650,0.000074,3.50,0.00,0.10,29.30,14.65,14.65,2739.63,2747.67,2743.65
1763822301530,N/A,2744.950,0.000074,3.50,0.00,0.10,29.29,14.64,14.64,2740.93,2748.97,2744.95
1763822361531,N/A,2751.650,0.000075,3.50,0.00,0.10,29.87,14.93,14.93,2747.54,2755.76,2751.65
1763822421551,N/A,2747.450,0.000075,3.56,0.00,0.10,30.20,15.10,15.10,2743.30,2751.60,2747.45
1763822481628,N/A,2744.850,0.000076,3.56,0.00,0.10,30.45,15.22,15.22,2740.67,2749.03,2744.85
1763822541629,N/A,2744.550,0.000076,3.67,0.00,0.10,30.24,15.12,15.12,2740.40,2748.70,2744.55
1763822601632,N/A,2742.850,0.000076,3.66,0.00,0.10,30.47,15.23,15.23,2738.67,2747.03,2742.85
1763822661828,N/A,2742.050,0.000076,3.66,0.00,0.10,30.41,15.20,15.20,2737.88,2746.22,2742.05
1763822721828,N/A,2741.150,0.000076,3.52,0.00,0.10,30.35,15.17,15.17,2736.99,2745.31,2741.15
1763822781830,N/A,2738.150,0.000076,3.52,0.00,0.10,30.45,15.22,15.22,2733.98,2742.32,2738.15
1763822841928,N/A,2734.150,0.000077,3.59,0.00,0.10,30.94,15.47,15.47,2729.92,2738.38,2734.15
1763822901928,N/A,2737.150,0.000077,3.56,0.00,0.10,31.56,15.78,15.78,2732.83,2741.47,2737.15
1763822961933,N/A,2742.150,0.000078,3.54,0.00,0.10,32.01,16.00,16.00,2737.76,2746.54,2742.15
1763823022028,N/A,2743.150,0.000078,3.55,0.00,0.10,32.29,16.14,16.14,2738.72,2747.58,2743.15
1763823082033,N/A,2748.850,0.000079,3.56,0.00,0.10,32.81,16.40,16.40,2744.34,2753.36,2748.85
1763823142131,N/A,2743.950,0.000080,3.75,0.00,0.10,33.16,16.58,16.58,2739.40,2748.50,2743.95
1763823202237,N/A,2745.850,0.000080,3.92,0.01,0.10,33.21,16.60,16.60,2741.29,2750.41,2745.85
1763823262328,N/A,2746.250,0.000080,3.91,0.01,0.10,33.50,16.75,16.75,2741.65,2750.85,2746.25
1763823322328,N/A,2744.150,0.000080,3.92,0.01,0.10,33.74,16.87,16.87,2739.52,2748.78,2744.15
1763823382328,N/A,2743.750,0.000080,3.92,0.01,0.10,33.53,16.76,16.76,2739.15,2748.35,2743.75
1763823442328,N/A,2742.450,0.000080,3.92,0.01,0.10,33.47,16.73,16.73,2737.86,2747.04,2742.45
1763823502330,N/A,2745.250,0.000080,3.92,0.01,0.10,33.51,16.75,16.75,2740.65,2749.85,2745.25
1763823562427,N/A,2744.950,0.000080,3.92,0.01,0.10,33.44,16.72,16.72,2740.36,2749.54,2744.95
1763823622430,N/A,2749.350,0.000080,3.51,0.00,0.10,33.97,16.98,16.98,2744.68,2754.02,2749.35
1763823682631,N/A,2746.250,0.000080,3.46,0.00,0.10,34.01,17.00,17.00,2741.58,2750.92,2746.25
1763823742728,N/A,2742.950,0.000080,3.44,0.00,0.10,33.75,16.87,16.87,2738.32,2747.58,2742.95
1763823802728,N/A,2739.850,0.000080,3.46,0.00,0.10,33.79,16.89,16.89,2735.22,2744.48,2739.85
1763823862728,N/A,2739.850,0.000080,3.45,0.00,0.10,33.72,16.86,16.86,2735.23,2744.47,2739.85
1763823922828,N/A,2737.750,0.000080,3.51,0.00,0.10,33.89,16.94,16.94,2733.11,2742.39,2737.75
1763823982833,N/A,2740.050,0.000080,3.55,0.00,0.10,33.79,16.89,16.89,2735.42,2744.68,2740.05
1763824042934,N/A,2744.6,0.000080,3.53,0.00,0.10,33.95,16.97,16.97,2739.94,2749.26,2744.60
1763824103029,N/A,2741.550,0.000081,3.54,0.00,0.10,34.06,17.03,17.03,2736.88,2746.22,2741.55
1763824163132,N/A,2740.550,0.000080,3.54,0.00,0.10,34.00,17.00,17.00,2735.89,2745.21,2740.55
1763824223228,N/A,2740.550,0.000081,3.54,0.00,0.10,34.08,17.04,17.04,2735.88,2745.22,2740.55
1763824283428,N/A,2738.850,0.000080,3.54,0.00,0.10,33.59,16.79,16.79,2734.25,2743.45,2738.85
1763824343430,N/A,2740.750,0.000080,3.50,0.00,0.10,33.71,16.85,16.85,2736.13,2745.37,2740.75
1763824403528,N/A,2739.850,0.000080,3.50,0.00,0.10,33.65,16.82,16.82,2735.24,2744.46,2739.85
1763824463528,N/A,2740.050,0.000080,3.69,0.01,0.10,33.43,16.71,16.71,2735.47,2744.63,2740.05
1763824523630,N/A,2740.950,0.000079,4.38,0.01,0.10,32.54,16.27,16.27,2736.49,2745.41,2740.95
1763824583637,N/A,2742.650,0.000077,4.29,0.01,0.10,30.84,15.42,15.42,2738.42,2746.88,2742.65
1763824643736,N/A,2742.450,0.000074,4.26,0.01,0.10,28.80,14.40,14.40,2738.50,2746.40,2742.45
1763824703831,N/A,2744.350,0.000073,4.32,0.01,0.10,27.83,13.91,13.91,2740.53,2748.17,2744.35
1763824763831,N/A,2743.250,0.000072,4.16,0.01,0.10,27.19,13.59,13.59,2739.52,2746.98,2743.25
1763824823831,N/A,2741.650,0.000071,4.28,0.01,0.10,26.40,13.20,13.20,2738.03,2745.27,2741.65
1763824883832,N/A,2744.750,0.000070,4.27,0.01,0.10,26.15,13.07,13.07,2741.16,2748.34,2744.75
1763824943834,N/A,2741.750,0.000070,4.41,0.01,0.10,25.60,12.80,12.80,2738.24,2745.26,2741.75
1763825003928,N/A,2745.250,0.000069,4.40,0.01,0.10,25.42,12.71,12.71,2741.76,2748.74,2745.25
1763825063930,N/A,2745.550,0.000069,4.32,0.01,0.10,25.27,12.63,12.63,2742.08,2749.02,2745.55
1763825123933,N/A,2748.050,0.000069,4.27,0.01,0.10,25.18,12.59,12.59,2744.59,2751.51,2748.05
1763825184027,N/A,2749.950,0.000068,4.12,0.00,0.10,24.72,12.36,12.36,2746.55,2753.35,2749.95
1763825244031,N/A,2746.750,0.000068,4.12,0.00,0.10,24.53,12.26,12.26,2743.38,2750.12,2746.75
1763825304031,N/A,2747.550,0.000067,4.08,0.00,0.10,24.23,12.11,12.11,2744.22,2750.88,2747.55
1763825364228,N/A,2747.050,0.000067,4.09,0.00,0.10,24.17,12.08,12.08,2743.73,2750.37,2747.05
1763825424228,N/A,2746.850,0.000067,3.99,0.00,0.10,24.24,12.12,12.12,2743.52,2750.18,2746.85
1763825484228,N/A,2746.650,0.000067,4.00,0.00,0.10,23.81,11.90,11.90,2743.38,2749.92,2746.65
1763825544235,N/A,2745.550,0.000066,3.98,0.00,0.10,23.67,11.83,11.83,2742.30,2748.80,2745.55
1763825604328,N/A,2747.750,0.000066,3.96,0.00,0.10,23.21,11.60,11.60,2744.56,2750.94,2747.75
1763825664337,N/A,2744.050,0.000066,3.88,0.00,0.10,23.10,11.55,11.55,2740.88,2747.22,2744.05
1763825724429,N/A,2745.650,0.000066,3.87,0.00,0.10,23.16,11.58,11.58,2742.47,2748.83,2745.65
1763825784433,N/A,2744.950,0.000066,3.90,0.00,0.10,23.16,11.58,11.58,2741.77,2748.13,2744.95
1763825844535,N/A,2744.550,0.000066,3.89,0.00,0.10,23.10,11.55,11.55,2741.38,2747.72,2744.55
1763825904630,N/A,2744.150,0.000065,3.95,0.00,0.10,23.03,11.51,11.51,2740.99,2747.31,2744.15
1763825964730,N/A,2743.0,0.000065,3.94,0.00,0.10,22.45,11.22,11.22,2739.92,2746.08,2743.00
1763826024836,N/A,2733.050,0.000065,5.04,0.01,0.10,22.46,11.23,11.23,2729.98,2736.12,2733.05
1763826084836,N/A,2728.650,0.000068,4.91,0.01,0.10,24.26,12.13,12.13,2725.34,2731.96,2728.65
1763826144928,N/A,2727.750,0.000069,4.97,0.01,0.10,24.63,12.31,12.31,2724.39,2731.11,2727.75
1763826204930,N/A,2729.350,0.000069,4.96,0.01,0.10,24.76,12.38,12.38,2725.97,2732.73,2729.35
1763826265035,N/A,2729.550,0.000069,4.96,0.01,0.10,24.98,12.49,12.49,2726.14,2732.96,2729.55
1763826325128,N/A,2729.650,0.000070,4.67,0.01,0.10,25.35,12.67,12.67,2726.19,2733.11,2729.65
1763826385134,N/A,2731.450,0.000070,4.69,0.01,0.10,25.77,12.88,12.88,2727.93,2734.97,2731.45
1763826445229,N/A,2725.850,0.000070,4.72,0.01,0.10,25.45,12.72,12.72,2722.38,2729.32,2725.85
1763826505231,N/A,2728.450,0.000070,4.69,0.01,0.10,25.43,12.71,12.71,2724.98,2731.92,2728.45
1763826565328,N/A,2732.250,0.000069,4.70,0.01,0.10,25.18,12.59,12.59,2728.81,2735.69,2732.25
1763826625330,N/A,2731.950,0.000069,4.71,0.01,0.10,25.11,12.55,12.55,2728.52,2735.38,2731.95
1763826685332,N/A,2734.150,0.000069,4.91,0.01,0.10,24.94,12.47,12.47,2730.74,2737.56,2734.15
1763826745427,N/A,2732.250,0.000068,4.78,0.01,0.10,24.52,12.26,12.26,2728.90,2735.60,2732.25
1763826805430,N/A,2730.650,0.000068,4.93,0.01,0.10,24.46,12.23,12.23,2727.31,2733.99,2730.65
1763826865432,N/A,2733.450,0.000068,4.94,0.01,0.10,24.51,12.25,12.25,2730.10,2736.80,2733.45
1763826925532,N/A,2730.650,0.000068,5.00,0.01,0.10,24.46,12.23,12.23,2727.31,2733.99,2730.65
1763826985536,N/A,2730.750,0.000069,5.00,0.01,0.10,24.60,12.30,12.30,2727.39,2734.11,2730.75
1763827045628,N/A,2731.450,0.000069,5.00,0.01,0.10,24.60,12.30,12.30,2728.09,2734.81,2731.45
1763827105628,N/A,2732.550,0.000068,5.00,0.01,0.10,24.51,12.25,12.25,2729.20,2735.90,2732.55
1763827165628,N/A,2737.150,0.000069,5.01,0.01,0.10,24.84,12.42,12.42,2733.75,2740.55,2737.15
1763827225632,N/A,2737.950,0.000069,3.86,0.01,0.10,25.63,12.81,12.81,2734.44,2741.46,2737.95
1763827285634,N/A,2737.750,0.000069,3.79,0.01,0.10,25.42,12.71,12.71,2734.27,2741.23,2737.75
1763827345728,N/A,2737.150,0.000069,3.79,0.01,0.10,25.35,12.67,12.67,2733.68,2740.62,2737.15
1763827405834,N/A,2737.150,0.000069,3.77,0.01,0.10,25.06,12.53,12.53,2733.72,2740.58,2737.15
1763827465929,N/A,2736.250,0.000069,3.82,0.01,0.10,25.07,12.53,12.53,2732.82,2739.68,2736.25
1763827526029,N/A,2735.650,0.000068,3.75,0.01,0.10,24.56,12.28,12.28,2732.29,2739.01,2735.65
1763827586229,N/A,2737.350,0.000068,3.73,0.01,0.10,24.54,12.27,12.27,2733.99,2740.71,2737.35
1763827646233,N/A,2739.750,0.000068,3.60,0.00,0.10,24.52,12.26,12.26,2736.39,2743.11,2739.75
1763827706328,N/A,2743.850,0.000067,3.55,0.01,0.10,24.41,12.20,12.20,2740.50,2747.20,2743.85
1763827766328,N/A,2743.750,0.000068,3.57,0.01,0.10,24.92,12.46,12.46,2740.33,2747.17,2743.75
1763827826332,N/A,2744.450,0.000068,3.57,0.01,0.10,24.63,12.31,12.31,2741.07,2747.83,2744.45
1763827886337,N/A,2748.450,0.000068,3.57,0.01,0.10,24.81,12.40,12.40,2745.04,2751.86,2748.45
1763827946428,N/A,2748.750,0.000068,3.56,0.01,0.10,24.95,12.47,12.47,2745.32,2752.18,2748.75
1763828006430,N/A,2748.550,0.000068,3.57,0.01,0.10,24.88,12.44,12.44,2745.13,2751.97,2748.55
1763828066528,N/A,2748.550,0.000068,3.57,0.01,0.10,24.95,12.47,12.47,2745.12,2751.98,2748.55
1763828126628,N/A,2748.950,0.000068,3.51,0.01,0.10,24.80,12.40,12.40,2745.54,2752.36,2748.95
1763828186628,N/A,2746.850,0.000068,3.51,0.01,0.10,24.90,12.45,12.45,2743.43,2750.27,2746.85
1763828246631,N/A,2748.950,0.000068,3.44,0.01,0.10,24.73,12.36,12.36,2745.55,2752.35,2748.95
1763828306728,N/A,2752.550,0.000069,3.50,0.01,0.10,25.79,12.89,12.89,2749.00,2756.10,2752.55
1763828366728,N/A,2746.350,0.000070,3.52,0.01,0.10,26.07,13.03,13.03,2742.77,2749.93,2746.35
1763828426729,N/A,2745.850,0.000070,3.52,0.01,0.10,26.43,13.21,13.21,2742.22,2749.48,2745.85
1763828486733,N/A,2749.150,0.000071,3.54,0.01,0.10,27.06,13.53,13.53,2745.43,2752.87,2749.15
1763828546833,N/A,2753.950,0.000073,3.56,0.01,0.10,28.54,14.27,14.27,2750.02,2757.88,2753.95
1763828606833,N/A,2749.850,0.000074,3.57,0.01,0.10,28.80,14.40,14.40,2745.89,2753.81,2749.85
1763828666929,N/A,2749.850,0.000073,3.57,0.01,0.10,28.72,14.36,14.36,2745.90,2753.80,2749.85
1763828727029,N/A,2751.650,0.000073,3.58,0.01,0.10,28.49,14.24,14.24,2747.73,2755.57,2751.65
1763828787127,N/A,2749.950,0.000073,3.55,0.01,0.10,28.14,14.07,14.07,2746.08,2753.82,2749.95
1763828847128,N/A,2749.850,0.000072,3.55,0.01,0.10,28.00,14.00,14.00,2746.00,2753.70,2749.85
1763828907231,N/A,2749.450,0.000072,3.22,0.00,0.10,28.15,14.07,14.07,2745.58,2753.32,2749.45
1763828967328,N/A,2748.650,0.000072,3.21,0.00,0.10,28.15,14.07,14.07,2744.78,2752.52,2748.65
1763829027430,N/A,2749.150,0.000072,3.21,0.00,0.10,28.00,14.00,14.00,2745.30,2753.00,2749.15
1763829087528,N/A,2746.850,0.000072,3.21,0.00,0.10,28.10,14.05,14.05,2742.99,2750.71,2746.85
1763829147531,N/A,2749.550,0.000072,3.18,0.00,0.10,28.07,14.03,14.03,2745.69,2753.41,2749.55
1763829207630,N/A,2747.650,0.000072,3.18,0.00,0.10,28.09,14.04,14.04,2743.79,2751.51,2747.65
1763829267630,N/A,2746.850,0.000072,3.26,0.00,0.10,27.81,13.90,13.90,2743.03,2750.67,2746.85
1763829327727,N/A,2746.950,0.000072,3.26,0.00,0.10,27.52,13.76,13.76,2743.17,2750.73,2746.95
1763829387728,N/A,2745.950,0.000072,3.28,0.00,0.10,27.67,13.83,13.83,2742.15,2749.75,2745.95
1763829447728,N/A,2749.550,0.000072,3.28,0.00,0.10,27.64,13.82,13.82,2745.75,2753.35,2749.55
1763829507728,N/A,2748.650,0.000072,3.16,0.00,0.10,27.72,13.86,13.86,2744.84,2752.46,2748.65
1763829567730,N/A,2746.750,0.000072,3.16,0.00,0.10,27.59,13.79,13.79,2742.96,2750.54,2746.75
1763829627832,N/A,2745.950,0.000070,3.00,0.00,0.10,26.51,13.25,13.25,2742.31,2749.59,2745.95
1763829687928,N/A,2747.550,0.000067,2.98,0.00,0.10,24.74,12.37,12.37,2744.15,2750.95,2747.55
1763829747928,N/A,2749.950,0.000066,2.99,0.00,0.10,24.29,12.14,12.14,2746.61,2753.29,2749.95
1763829808038,N/A,2750.050,0.000066,3.00,0.00,0.10,24.07,12.03,12.03,2746.74,2753.36,2750.05
1763829868131,N/A,2753.150,0.000066,3.00,0.00,0.10,24.04,12.02,12.02,2749.84,2756.46,2753.15
1763829928232,N/A,2756.350,0.000067,2.37,0.00,0.10,25.32,12.66,12.66,2752.86,2759.84,2756.35
1763829988242,N/A,2754.950,0.000066,2.37,0.00,0.10,24.82,12.41,12.41,2751.53,2758.37,2754.95
1763830048328,N/A,2753.350,0.000066,2.38,0.00,0.10,24.33,12.16,12.16,2750.00,2756.70,2753.35
1763830108329,N/A,2754.250,0.000065,2.38,0.00,0.10,23.96,11.98,11.98,2750.95,2757.55,2754.25
1763830168429,N/A,2757.950,0.000065,2.59,0.00,0.10,23.56,11.78,11.78,2754.70,2761.20,2757.95
1763830228528,N/A,2757.450,0.000064,2.51,0.00,0.10,23.20,11.60,11.60,2754.25,2760.65,2757.45
1763830288531,N/A,2754.050,0.000064,2.59,0.00,0.10,22.80,11.40,11.40,2750.91,2757.19,2754.05
1763830348531,N/A,2753.250,0.000064,2.53,0.00,0.10,22.95,11.47,11.47,2750.09,2756.41,2753.25
1763830408631,N/A,2752.550,0.000063,2.76,0.00,0.10,22.30,11.15,11.15,2749.48,2755.62,2752.55
1763830468729,N/A,2753.550,0.000063,2.75,0.00,0.10,22.15,11.07,11.07,2750.50,2756.60,2753.55
1763830528828,N/A,2753.950,0.000063,2.54,0.00,0.10,22.22,11.11,11.11,2750.89,2757.01,2753.95
1763830588828,N/A,2756.750,0.000062,2.54,0.00,0.10,22.12,11.06,11.06,2753.70,2759.80,2756.75
1763830648832,N/A,2756.850,0.000063,2.54,0.00,0.10,22.27,11.13,11.13,2753.78,2759.92,2756.85
1763830708832,N/A,2757.350,0.000062,2.53,0.00,0.10,22.19,11.09,11.09,2754.29,2760.41,2757.35
1763830768832,N/A,2755.350,0.000062,2.85,0.00,0.10,21.41,10.70,10.70,2752.40,2758.30,2755.35
1763830828931,N/A,2754.850,0.000061,3.47,0.00,0.10,20.40,10.20,10.20,2752.04,2757.66,2754.85
1763830889028,N/A,2752.150,0.000061,3.84,0.00,0.10,20.12,10.06,10.06,2749.38,2754.92,2752.15
1763830949028,N/A,2752.850,0.000061,3.83,0.00,0.10,20.12,10.06,10.06,2750.08,2755.62,2752.85
1763831009030,N/A,2751.850,0.000061,3.82,0.00,0.10,20.27,10.13,10.13,2749.06,2754.64,2751.85
1763831069128,N/A,2747.350,0.000061,3.78,0.00,0.10,20.38,10.19,10.19,2744.55,2750.15,2747.35
1763831129131,N/A,2745.250,0.000061,3.79,0.00,0.10,20.39,10.19,10.19,2742.45,2748.05,2745.25
1763831189331,N/A,2746.850,0.000061,3.80,0.00,0.10,20.31,10.15,10.15,2744.06,2749.64,2746.85
1763831249428,N/A,2748.250,0.000060,4.06,0.01,0.10,19.79,9.89,9.89,2745.53,2750.97,2748.25
1763831309430,N/A,2747.350,0.000060,4.18,0.01,0.10,19.43,9.71,9.71,2744.68,2750.02,2747.35
1763831369528,N/A,2750.950,0.000059,4.17,0.01,0.10,19.12,9.56,9.56,2748.32,2753.58,2750.95
1763831429528,N/A,2753.550,0.000060,4.17,0.01,0.10,19.32,9.66,9.66,2750.89,2756.21,2753.55
1763831489528,N/A,2750.550,0.000060,4.31,0.01,0.10,19.48,9.74,9.74,2747.87,2753.23,2750.55
1763831549531,N/A,2750.450,0.000059,4.28,0.01,0.10,19.26,9.63,9.63,2747.80,2753.10,2750.45
1763831609628,N/A,2747.450,0.000060,4.27,0.01,0.10,19.29,9.64,9.64,2744.80,2750.10,2747.45
1763831669632,N/A,2749.050,0.000059,4.26,0.01,0.10,19.20,9.60,9.60,2746.41,2751.69,2749.05
1763831729729,N/A,2750.750,0.000060,3.92,0.00,0.10,19.55,9.77,9.77,2748.06,2753.44,2750.75
1763831789828,N/A,2749.450,0.000060,3.92,0.00,0.10,19.42,9.71,9.71,2746.78,2752.12,2749.45
1763831849832,N/A,2750.750,0.000060,3.92,0.00,0.10,19.48,9.74,9.74,2748.07,2753.43,2750.75
1763831909938,N/A,2751.350,0.000057,3.96,0.00,0.10,18.17,9.08,9.08,2748.85,2753.85,2751.35
1763831970030,N/A,2748.650,0.000057,4.01,0.00,0.10,17.82,8.91,8.91,2746.20,2751.10,2748.65
1763832030030,N/A,2748.750,0.000056,4.01,0.00,0.10,17.46,8.73,8.73,2746.35,2751.15,2748.75
1763832090031,N/A,2750.450,0.000055,3.97,0.00,0.10,16.79,8.39,8.39,2748.14,2752.76,2750.45
1763832150129,N/A,2751.050,0.000052,3.78,0.00,0.10,15.41,7.70,7.70,2748.93,2753.17,2751.05
1763832210137,N/A,2754.950,0.000052,4.07,0.00,0.10,14.95,7.47,7.47,2752.89,2757.01,2754.95
1763832270228,N/A,2754.350,0.000052,4.08,0.00,0.10,15.03,7.51,7.51,2752.28,2756.42,2754.35
1763832330329,N/A,2754.750,0.000052,4.08,0.00,0.10,15.02,7.51,7.51,2752.68,2756.82,2754.75
1763832390428,N/A,2755.050,0.000051,4.08,0.00,0.10,14.95,7.47,7.47,2752.99,2757.11,2755.05
1763832450428,N/A,2757.250,0.000052,4.10,0.00,0.10,15.16,7.58,7.58,2755.16,2759.34,2757.25
1763832510528,N/A,2756.750,0.000052,3.98,0.00,0.10,15.16,7.58,7.58,2754.66,2758.84,2756.75
1763832570528,N/A,2755.250,0.000052,3.98,0.00,0.10,15.17,7.58,7.58,2753.16,2757.34,2755.25
1763832630530,N/A,2756.450,0.000052,3.97,0.00,0.10,15.01,7.50,7.50,2754.38,2758.52,2756.45
1763832690627,N/A,2753.350,0.000052,4.01,0.00,0.10,14.96,7.48,7.48,2751.29,2755.41,2753.35
1763832750633,N/A,2753.850,0.000051,4.00,0.00,0.10,14.88,7.44,7.44,2751.80,2755.90,2753.85
1763832810727,N/A,2753.150,0.000051,3.89,0.00,0.10,14.96,7.48,7.48,2751.09,2755.21,2753.15
1763832870731,N/A,2754.550,0.000051,3.89,0.00,0.10,14.81,7.40,7.40,2752.51,2756.59,2754.55
1763832930827,N/A,2752.750,0.000051,3.89,0.00,0.10,15.03,7.51,7.51,2750.68,2754.82,2752.75
1763832990829,N/A,2748.350,0.000052,4.01,0.00,0.10,15.20,7.60,7.60,2746.26,2750.44,2748.35
1763833050830,N/A,2749.750,0.000052,4.01,0.00,0.10,15.12,7.56,7.56,2747.67,2751.83,2749.75
1763833111129,N/A,2750.050,0.000052,4.02,0.00,0.10,15.05,7.52,7.52,2747.98,2752.12,2750.05
1763833171330,N/A,2750.350,0.000052,4.01,0.00,0.10,14.97,7.48,7.48,2748.29,2752.41,2750.35
1763833231428,N/A,2750.450,0.000052,4.01,0.00,0.10,14.97,7.48,7.48,2748.39,2752.51,2750.45
1763833291429,N/A,2751.350,0.000051,4.01,0.00,0.10,14.97,7.48,7.48,2749.29,2753.41,2751.35
1763833351531,N/A,2748.450,0.000052,4.00,0.00,0.10,14.99,7.49,7.49,2746.39,2750.51,2748.45
1763833411627,N/A,2749.350,0.000052,4.07,0.00,0.10,15.05,7.52,7.52,2747.28,2751.42,2749.35
1763833471627,N/A,2749.450,0.000052,4.08,0.00,0.10,14.98,7.49,7.49,2747.39,2751.51,2749.45
1763833531630,N/A,2746.850,0.000050,7.73,0.01,0.10,13.17,6.58,6.58,2745.04,2748.66,2746.85
1763833591631,N/A,2747.050,0.000049,7.77,0.01,0.10,13.03,6.51,6.51,2745.26,2748.84,2747.05
1763833651737,N/A,2748.750,0.000049,7.78,0.01,0.10,13.09,6.54,6.54,2746.95,2750.55,2748.75
1763833711929,N/A,2747.050,0.000050,7.79,0.01,0.10,13.25,6.62,6.62,2745.23,2748.87,2747.05
1763833772030,N/A,2747.850,0.000050,6.32,0.01,0.10,13.31,6.65,6.65,2746.02,2749.68,2747.85
1763833832127,N/A,2747.050,0.000050,6.30,0.01,0.10,13.39,6.69,6.69,2745.21,2748.89,2747.05
1763833892128,N/A,2749.350,0.000050,6.20,0.01,0.10,13.45,6.72,6.72,2747.50,2751.20,2749.35
1763833952128,N/A,2748.450,0.000050,6.19,0.01,0.10,13.38,6.69,6.69,2746.61,2750.29,2748.45
1763834012128,N/A,2747.550,0.000050,6.18,0.01,0.10,13.39,6.69,6.69,2745.71,2749.39,2747.55
1763834072129,N/A,2747.950,0.000049,6.18,0.01,0.10,13.31,6.65,6.65,2746.12,2749.78,2747.95
1763834132137,N/A,2747.650,0.000050,6.19,0.01,0.10,13.32,6.66,6.66,2745.82,2749.48,2747.65
1763834192228,N/A,2747.550,0.000050,6.03,0.01,0.10,13.53,6.76,6.76,2745.69,2749.41,2747.55
1763834252332,N/A,2747.750,0.000049,6.02,0.01,0.10,13.24,6.62,6.62,2745.93,2749.57,2747.75
1763834312433,N/A,2750.150,0.000049,6.16,0.01,0.10,13.30,6.65,6.65,2748.32,2751.98,2750.15
1763834372527,N/A,2750.150,0.000050,6.31,0.01,0.10,13.38,6.69,6.69,2748.31,2751.99,2750.15
1763834432530,N/A,2749.150,0.000049,5.93,0.01,0.10,13.24,6.62,6.62,2747.33,2750.97,2749.15
1763834492530,N/A,2747.650,0.000049,5.84,0.01,0.10,13.24,6.62,6.62,2745.83,2749.47,2747.65
1763834552536,N/A,2747.150,0.000049,5.84,0.01,0.10,13.10,6.55,6.55,2745.35,2748.95,2747.15
1763834612633,N/A,2746.650,0.000048,5.82,0.01,0.10,12.88,6.44,6.44,2744.88,2748.42,2746.65
1763834672633,N/A,2747.150,0.000048,6.10,0.01,0.10,12.59,6.29,6.29,2745.42,2748.88,2747.15
1763834732731,N/A,2748.250,0.000048,6.10,0.01,0.10,12.37,6.18,6.18,2746.55,2749.95,2748.25
1763834792831,N/A,2747.550,0.000048,6.07,0.01,0.10,12.52,6.26,6.26,2745.83,2749.27,2747.55
1763834852831,N/A,2746.850,0.000048,6.07,0.01,0.10,12.59,6.29,6.29,2745.12,2748.58,2746.85
1763834912930,N/A,2746.550,0.000048,6.06,0.01,0.10,12.45,6.22,6.22,2744.84,2748.26,2746.55
1763834973028,N/A,2751.750,0.000048,6.05,0.01,0.10,12.50,6.25,6.25,2750.03,2753.47,2751.75
1763835033028,N/A,2754.550,0.000048,6.25,0.01,0.10,12.70,6.35,6.35,2752.80,2756.30,2754.55
1763835093034,N/A,2753.450,0.000047,6.66,0.01,0.10,12.20,6.10,6.10,2751.77,2755.13,2753.45
